/vout X,/vout Y,/vout1 X,/vout1 Y
0,0.9999038831365163,0,0.1774904152025609
0.02,0.9998183119635865,0.02,0.170059011047381
0.04,0.9996626465409685,0.04,0.1627493943450382
0.06,0.9993874407462291,0.06,0.1555575237749944
0.08,0.998916393257832,0.08,0.1484769996374978
0.1,0.9981377729775297,0.1,0.1414982920318107
0.12,0.9968956060848814,0.12,0.1346079064561131
0.14,0.9949801486757833,0.14,0.1277875207471901
0.16,0.9921159594337349,0.16,0.1210130071226261
0.18,0.9879454507448311,0.18,0.1142531430777625
0.2,0.9820065044313877,0.2,0.1074679692992575
0.22,0.9737036044045448,0.22,0.1006074615242745
0.24,0.9622706697096799,0.24,0.0936127023921354
0.26,0.9467103658084031,0.26,0.08642440936479032
0.28,0.9257117923735297,0.28,0.07900731041826006
0.3,0.8974092315416943,0.3,0.07139813509362462
0.32,0.8589734449123135,0.32,0.06375470827254417
0.34,0.8065954990774699,0.34,0.05633245813107636
0.36,0.7429841424294124,0.36,0.04937681147924777
0.3800000000000001,0.6867768430704607,0.3800000000000001,0.04304115369332687
0.4000000000000001,0.6419734399807441,0.4000000000000001,0.03737956004626129
0.4200000000000001,0.6034377971616265,0.4200000000000001,0.032377526427623
0.4400000000000001,0.5680443342851459,0.4400000000000001,0.0279822964781225
0.4600000000000001,0.5344693572822143,0.4600000000000001,0.02412703063893897
0.4800000000000001,0.5020947707911664,0.4800000000000001,0.02074412578196277
0.5000000000000001,0.4706447764590586,0.5000000000000001,0.01777188242350034
0.5200000000000001,0.4400260161898625,0.5200000000000001,0.01515696814372623
0.5400000000000001,0.4102581322462435,0.5400000000000001,0.01285463366094529
0.5600000000000002,0.3814494320672244,0.5600000000000002,0.01082788699477539
0.5800000000000002,0.3538004610639872,0.5800000000000002,0.009046290948377906
0.6000000000000002,0.3276275654082285,0.6000000000000002,0.007484718057581478
0.6200000000000002,0.3033866722172509,0.6200000000000002,0.006122212354078384
0.6400000000000002,0.2816251261761054,0.6400000000000002,0.004941011131588637
0.6600000000000003,0.2627578353253955,0.6600000000000003,0.003925731658056024
0.6800000000000003,0.24679979768973,0.6800000000000003,0.003062702111425202
0.7000000000000003,0.2334028932736721,0.7000000000000003,0.002339399006158577
0.7200000000000003,0.2221081450160495,0.7200000000000003,0.001743941151450586
0.7400000000000003,0.2125043140387307,0.7400000000000003,0.00126459088139184
0.7600000000000003,0.2042627641274398,0.7600000000000003,0.0008892471341150553
0.7800000000000004,0.1971266160415509,0.7800000000000004,0.0006049987923487177
0.8000000000000004,0.1908934639776356,0.8000000000000004,0.0003979177053867305
0.8200000000000004,0.185401820870498,0.8200000000000004,0.0002533225578773058
0.8400000000000004,0.1805221161853062,0.8400000000000004,0.0001566195653271719
0.8600000000000004,0.1761507591909857,0.8600000000000004,9.44945036143882e-05
0.8800000000000004,0.1722056210807802,0.8800000000000004,5.593412850033693e-05
0.9000000000000005,0.1686219753508192,0.9000000000000005,3.264899216579731e-05
0.9200000000000005,0.1653487330276768,0.9200000000000005,1.887959741956657e-05
0.9400000000000005,0.1623451826054254,0.9400000000000005,1.086421433909575e-05
0.9600000000000005,0.1595783963576363,0.9600000000000005,6.253933233892674e-06
0.9800000000000005,0.1570212930173568,0.9800000000000005,3.627687628855418e-06
1,0.1546512398536478,1,2.144486128780449e-06
