/vout X,/vout Y
0,0.9999639171488274
0.02,0.9999308136761005
0.04,0.999868505795076
0.06,0.9997536656802172
0.08,0.9995473014544156
0.1,0.9991872908002175
0.12,0.9985796785566193
0.14,0.997589516718543
0.16,0.996031569572992
0.18,0.9936599913210402
0.2,0.9901549688853873
0.22,0.985104384644076
0.24,0.9779798133142874
0.26,0.9681070632379453
0.28,0.9546248078531622
0.3,0.9364388463149228
0.32,0.9120823400522552
0.34,0.8794378679998068
0.36,0.8351235051515988
0.3800000000000001,0.7744210505615785
0.4000000000000001,0.7030615381318946
0.4200000000000001,0.6447955081542703
0.4400000000000001,0.5993833233666221
0.4600000000000001,0.5603232667542503
0.4800000000000001,0.5243968056428205
0.5000000000000001,0.4903099724279875
0.5200000000000001,0.4574749599563704
0.5400000000000001,0.4256496899724114
0.5600000000000002,0.3947875507157317
0.5800000000000002,0.3649821767617745
0.6000000000000002,0.3364642639616951
0.6200000000000002,0.3096310024332939
0.6400000000000002,0.2850639092500857
0.6600000000000003,0.2633976258147501
0.6800000000000003,0.2449527070302696
0.7000000000000003,0.2295222749854852
0.7200000000000003,0.2166096315893588
0.7400000000000003,0.2057153700590031
0.7600000000000003,0.1964363785669757
0.7800000000000004,0.1884647710435962
0.8000000000000004,0.1815653118977629
0.8200000000000004,0.1755545547559538
0.8400000000000004,0.1702853758007028
0.8600000000000004,0.165636504102591
0.8800000000000004,0.1615061987559254
0.9000000000000005,0.1578090204825109
0.9200000000000005,0.1544742941529919
0.9400000000000005,0.1514448698394806
0.9600000000000005,0.1486754034456913
0.9800000000000005,0.1461301763819937
1,0.1437808812113393
